gene_id,combined_name,bin,n_genomes
WP_044929440.1,MULTISPECIES: transglutaminase domain-containing protein [Mediterraneibacter],,17
WP_055173612.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,17
WP_118188445.1,hypothetical protein [[Ruminococcus] torques],,17
WP_118188517.1,cupin domain-containing protein [[Ruminococcus] torques],,17
WP_118188518.1,hydroxylamine reductase [[Ruminococcus] torques],,17
WP_118188634.1,dockerin type I repeat-containing protein [[Ruminococcus] torques],,17
WP_118188635.1,GNAT family N-acetyltransferase [[Ruminococcus] torques],,17
WP_238095069.1,MULTISPECIES: response regulator [Mediterraneibacter],,17
WP_270186960.1,MATE family efflux transporter [[Ruminococcus] torques],,17
WP_282928217.1,carbohydrate ABC transporter permease [[Ruminococcus] torques],,17
WP_306534816.1,beta-phosphoglucomutase [[Ruminococcus] torques],,17
WP_412190273.1,InlB B-repeat-containing protein [[Ruminococcus] torques],,17
WP_412416824.1,complexin-2 [[Ruminococcus] torques],,17
WP_412578029.1,MobA/MobL family protein [[Ruminococcus] torques],,17
WP_412578256.1,ATP-binding protein [[Ruminococcus] torques],,17
WP_002578307.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,16
WP_004845297.1,DUF4314 domain-containing protein [[Ruminococcus] torques],,16
WP_004845746.1,MULTISPECIES: PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC [Mediterraneibacter],,16
WP_004846609.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,16
WP_004847345.1,MULTISPECIES: site-specific integrase [Clostridia],,16
WP_004847349.1,MULTISPECIES: helicase RepA family protein [Mediterraneibacter],,16
WP_004847359.1,MULTISPECIES: ferredoxin [Mediterraneibacter],,16
WP_004848443.1,MULTISPECIES: pirin family protein [Mediterraneibacter],,16
WP_009243195.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,16
WP_009243376.1,hypothetical protein [[Ruminococcus] torques],,16
WP_009243490.1,TetR/AcrR family transcriptional regulator [[Ruminococcus] torques],,16
WP_009319935.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,16
WP_009320282.1,MULTISPECIES: PadR family transcriptional regulator [Bacillota],,16
WP_009320284.1,MULTISPECIES: EFR1 family ferrodoxin [Clostridia],,16
WP_022003229.1,MarR family winged helix-turn-helix transcriptional regulator [[Ruminococcus] torques],,16
WP_055158405.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],,16
WP_055158731.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,16
WP_055172792.1,MULTISPECIES: hypothetical protein [Clostridia],,16
WP_173689660.1,MULTISPECIES: hypothetical protein [Bacteria],,16
WP_238095055.1,MULTISPECIES: ATP-dependent DNA helicase [Lachnospiraceae],,16
WP_270187092.1,site-specific integrase [[Ruminococcus] torques],,16
WP_270621353.1,AAA domain-containing protein [[Ruminococcus] torques],,16
WP_278275377.1,MULTISPECIES: replication initiation factor domain-containing protein [Bacillota],,16
WP_282928320.1,SpaA isopeptide-forming pilin-related protein [[Ruminococcus] torques],,16
WP_306533453.1,ABC transporter permease [[Ruminococcus] torques],,16
WP_331612563.1,hypothetical protein [[Ruminococcus] torques],,16
WP_334303811.1,DUF6070 family protein [[Ruminococcus] torques],,16
WP_412190687.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],,16
WP_412208041.1,IS110 family transposase [[Ruminococcus] torques],,16
WP_412578258.1,excisionase [[Ruminococcus] torques],,16
WP_004846620.1,MULTISPECIES: helix-turn-helix domain-containing protein [Mediterraneibacter],,15
WP_009243196.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,15
WP_009243197.1,MULTISPECIES: MmcQ/YjbR family DNA-binding protein [Lachnospiraceae],,15
WP_009243198.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,15
WP_009243226.1,PcfB family protein [[Ruminococcus] torques],,15
WP_009243319.1,hypothetical protein [[Ruminococcus] torques],,15
WP_009243320.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,15
WP_009243321.1,MULTISPECIES: helix-turn-helix domain-containing protein [Lachnospiraceae],,15
WP_009243482.1,MULTISPECIES: PTS glucose transporter subunit IIA [Mediterraneibacter],,15
WP_009243483.1,sensor histidine kinase [[Ruminococcus] torques],,15
WP_009243485.1,ABC transporter permease [[Ruminococcus] torques],,15
WP_009319912.1,hypothetical protein [[Ruminococcus] torques],,15
WP_009320141.1,MULTISPECIES: TMEM175 family protein [Mediterraneibacter],,15
WP_009320163.1,DUF6674 family protein [[Ruminococcus] torques],,15
WP_009320167.1,DUF4313 domain-containing protein [[Ruminococcus] torques],,15
WP_009321377.1,MULTISPECIES: hypothetical protein [Clostridia],,15
WP_009321542.1,response regulator transcription factor [[Ruminococcus] torques],,15
WP_044929331.1,hypothetical protein [[Ruminococcus] torques],,15
WP_044929406.1,MULTISPECIES: tyrosine-type recombinase/integrase [Lachnospiraceae],,15
WP_055156461.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],,15
WP_055157190.1,MULTISPECIES: site-specific integrase [Clostridia],,15
WP_055159103.1,MurR/RpiR family transcriptional regulator [[Ruminococcus] torques],,15
WP_118188848.1,AIPR family protein [[Ruminococcus] torques],,15
WP_118188850.1,plasmid mobilization protein [[Ruminococcus] torques],,15
WP_243035195.1,restriction endonuclease subunit S [[Ruminococcus] torques],,15
WP_256126807.1,hypothetical protein  partial [[Ruminococcus] torques],,15
WP_270744002.1,hypothetical protein [[Ruminococcus] torques],,15
WP_303394211.1,hypothetical protein [[Ruminococcus] torques],,15
WP_306542476.1,InlB B-repeat-containing protein [[Ruminococcus] torques],,15
WP_412208137.1,terminase large subunit [[Ruminococcus] torques],,15
WP_413081745.1,hypothetical protein [[Ruminococcus] torques],,15
WP_004845292.1,hypothetical protein [[Ruminococcus] torques],,14
WP_004845964.1,MULTISPECIES: DUF3784 domain-containing protein [Bacillota],,14
WP_004846057.1,MULTISPECIES: IS110 family transposase [Bacteria][Archaea],,14
WP_004847068.1,MULTISPECIES: 3-methyl-2-oxobutanoate hydroxymethyltransferase [Bacteria],,14
WP_004847070.1,MULTISPECIES: pantoate--beta-alanine ligase [Bacteria],,14
WP_009242830.1,MULTISPECIES: BlaR1 family beta-lactam sensor/signal transducer [Mediterraneibacter],,14
WP_009243202.1,MULTISPECIES: PrgI family protein [Lachnospiraceae],,14
WP_009243207.1,MULTISPECIES: LysR family transcriptional regulator [Clostridia],,14
WP_009243209.1,MULTISPECIES: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Clostridia],,14
WP_009243421.1,RrF2 family transcriptional regulator [[Ruminococcus] torques],,14
WP_009243493.1,hypothetical protein [[Ruminococcus] torques],,14
WP_009243670.1,radical SAM mobile pair system MarR family transcriptional regulator [[Ruminococcus] torques],,14
WP_009243760.1,hypothetical protein [[Ruminococcus] torques],,14
WP_009320142.1,MULTISPECIES: alpha alpha-phosphotrehalase [Mediterraneibacter],,14
WP_009587591.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,14
WP_015530105.1,MULTISPECIES: sporulation transcriptional regulator SpoIIID [Mediterraneibacter],,14
WP_022003227.1,cysteine-rich KTR domain-containing protein [[Ruminococcus] torques],,14
WP_055156457.1,MULTISPECIES: radical SAM mobile pair protein B [Lachnospiraceae],,14
WP_055156459.1,radical SAM mobile pair protein A [[Ruminococcus] torques],,14
WP_055156572.1,Fic family protein [[Ruminococcus] torques],,14
WP_083804896.1,carcinine hydrolase/isopenicillin-N N-acyltransferase family protein [[Ruminococcus] torques],,14
WP_117739211.1,MULTISPECIES: VirB4-like conjugal transfer ATPase  CD1110 family [Clostridia],,14
WP_173019868.1,MULTISPECIES: cysteine-rich small domain-containing protein [Clostridia],,14
WP_227070244.1,MULTISPECIES: Rossmann-like and DUF2520 domain-containing protein [Lachnospiraceae],,14
WP_306542274.1,ABC transporter ATP-binding protein [[Ruminococcus] torques],,14
WP_412208801.1,hypothetical protein  partial [[Ruminococcus] torques],,14
WP_002317729.1,MULTISPECIES: hypothetical protein [Bacteria],,13
WP_002578306.1,MULTISPECIES: DUF3847 domain-containing protein [Bacteria],,13
WP_004614573.1,MULTISPECIES: TlpA disulfide reductase family protein [Lachnospiraceae],,13
WP_004614581.1,MULTISPECIES: CHAP domain-containing protein [Mediterraneibacter],,13
WP_004845968.1,MULTISPECIES: tyrosine-type recombinase/integrase [Bacillota],,13
WP_004846290.1,hypothetical protein [[Ruminococcus] torques],,13
WP_004847105.1,MULTISPECIES: 6-phospho-beta-glucosidase [Mediterraneibacter],,13
WP_004847972.1,MULTISPECIES: STING domain-containing protein [Lachnospiraceae],,13
WP_009243208.1,MULTISPECIES: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase [Clostridia],,13
WP_009319783.1,Eco47II family restriction endonuclease [[Ruminococcus] torques],,13
WP_009319784.1,DNA (cytosine-5-)-methyltransferase [[Ruminococcus] torques],,13
WP_009320000.1,MULTISPECIES: rolling circle replication-associated protein [Lachnospiraceae],,13
WP_055147259.1,MULTISPECIES: response regulator transcription factor [Mediterraneibacter],,13
WP_055158711.1,MULTISPECIES: beta-N-acetylglucosaminidase domain-containing protein [Mediterraneibacter],,13
WP_055158908.1,sensor histidine kinase [[Ruminococcus] torques],,13
WP_118188772.1,MULTISPECIES: 4Fe-4S binding protein [Lachnospiraceae],,13
WP_270186925.1,hypothetical protein [[Ruminococcus] torques],,13
WP_270743911.1,hypothetical protein  partial [[Ruminococcus] torques],,13
WP_282928449.1,N-acetylmuramoyl-L-alanine amidase [[Ruminococcus] torques],,13
WP_412224721.1,exo-alpha-sialidase [[Ruminococcus] torques],,13
WP_003061368.1,MULTISPECIES: conjugal transfer protein [Bacillati],,12
WP_004845453.1,MULTISPECIES: recombinase family protein [Mediterraneibacter],,12
WP_004845965.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,12
WP_004847334.1,recombinase family protein [[Ruminococcus] torques],,12
WP_005330993.1,MULTISPECIES: hypothetical protein [Clostridia],,12
WP_005424130.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,12
WP_009242901.1,leucine-rich repeat protein [[Ruminococcus] torques],,12
WP_009243284.1,site-specific integrase [[Ruminococcus] torques],,12
WP_009243309.1,hypothetical protein [[Ruminococcus] torques],,12
WP_009319908.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,12
WP_009320951.1,MULTISPECIES: beta-glucoside-specific PTS transporter subunit IIABC [Mediterraneibacter],,12
WP_009321143.1,excisionase [[Ruminococcus] torques],,12
WP_035290046.1,MULTISPECIES: Maff2 family mobile element protein [Bacillota],,12
WP_055157128.1,MULTISPECIES: lysozyme family protein [Lachnospiraceae],,12
WP_055158697.1,DUF4367 domain-containing protein [[Ruminococcus] torques],,12
WP_173019860.1,DUF6088 family protein [[Ruminococcus] torques],,12
WP_302241693.1,hypothetical protein [[Ruminococcus] torques],,12
WP_412224584.1,sugar-binding domain-containing protein [[Ruminococcus] torques],,12
WP_412578014.1,hypothetical protein [[Ruminococcus] torques],,12
WP_412578254.1,replication initiator protein A [[Ruminococcus] torques],,12
WP_412615980.1,tyrosine-type recombinase/integrase [[Ruminococcus] torques],,12
WP_002303255.1,MULTISPECIES: recombinase family protein [Bacillota],,11
WP_002604474.1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Bacteria],,11
WP_009243281.1,IS66 family transposase [[Ruminococcus] torques],,11
WP_009243282.1,IS66 family insertion sequence element accessory protein TnpB [[Ruminococcus] torques],,11
WP_009243283.1,IS66 family insertion sequence element accessory protein TnpA [[Ruminococcus] torques],,11
WP_009243304.1,hypothetical protein [[Ruminococcus] torques],,11
WP_009243305.1,hypothetical protein [[Ruminococcus] torques],,11
WP_009243306.1,J domain-containing protein [[Ruminococcus] torques],,11
WP_009319910.1,MULTISPECIES: AAA family ATPase [Lachnospiraceae],,11
WP_009320065.1,aldolase/citrate lyase family protein [[Ruminococcus] torques],,11
WP_055148034.1,MULTISPECIES: AAA family ATPase [Mediterraneibacter],,11
WP_055157127.1,MULTISPECIES: conjugal transfer protein [Clostridia],,11
WP_055157186.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],,11
WP_118188479.1,NAD(P)-dependent oxidoreductase [[Ruminococcus] torques],,11
WP_118188528.1,5-methylcytosine-specific restriction endonuclease system specificity protein McrC [[Ruminococcus] torques],,11
WP_270621253.1,replication initiator protein A [[Ruminococcus] torques],,11
WP_400092381.1,DUF4368 domain-containing protein [[Ruminococcus] torques],,11
WP_412209030.1,hypothetical protein  partial [[Ruminococcus] torques],,11
WP_412420599.1,hypothetical protein [[Ruminococcus] torques],,11
WP_412616355.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],,11
WP_002322727.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillati],,10
WP_002604471.1,MULTISPECIES: recombinase family protein [Bacteria],,10
WP_002604472.1,MULTISPECIES: transposon-encoded TnpW family protein [Bacteria],,10
WP_003431289.1,MULTISPECIES: cysteine-rich KTR domain-containing protein [Bacteria],,10
WP_004844968.1,MULTISPECIES: hypothetical protein [Bacteria],,10
WP_004844978.1,MULTISPECIES: riboflavin synthase [Clostridia],,10
WP_004844979.1,MULTISPECIES: bifunctional 3 4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II [Lachnospiraceae],,10
WP_004844980.1,MULTISPECIES: 6 7-dimethyl-8-ribityllumazine synthase [Clostridia],,10
WP_004845432.1,polyphosphate polymerase domain-containing protein [[Ruminococcus] torques],,10
WP_004845454.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,10
WP_004845457.1,MULTISPECIES: ATP-binding protein [Mediterraneibacter],,10
WP_008689726.1,MULTISPECIES: TnpV protein [Bacillota],,10
WP_009243652.1,MULTISPECIES: class I SAM-dependent methyltransferase [Clostridia],,10
WP_009320067.1,sugar transferase [[Ruminococcus] torques],,10
WP_009320857.1,phage terminase small subunit P27 family [[Ruminococcus] torques],,10
WP_009320873.1,site-specific DNA-methyltransferase [[Ruminococcus] torques],,10
WP_022003187.1,DUF4956 domain-containing protein [[Ruminococcus] torques],,10
WP_022003188.1,carbohydrate-binding domain-containing protein [[Ruminococcus] torques],,10
WP_039930522.1,hypothetical protein [[Ruminococcus] torques],,10
WP_055148357.1,MULTISPECIES: group II intron reverse transcriptase/maturase [Mediterraneibacter],,10
WP_055159353.1,hypothetical protein [[Ruminococcus] torques],,10
WP_055159437.1,terminase large subunit [[Ruminococcus] torques],,10
WP_055170572.1,MULTISPECIES: ATP-binding protein [Bacillota],,10
WP_081017356.1,P-loop NTPase fold protein [[Ruminococcus] torques],,10
WP_118188656.1,DUF4367 domain-containing protein [[Ruminococcus] torques],,10
WP_118188728.1,recombinase family protein [[Ruminococcus] torques],,10
WP_172675383.1,hypothetical protein [[Ruminococcus] torques],,10
WP_227077026.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,10
WP_242863983.1,MULTISPECIES: recombinase family protein [Mediterraneibacter],,10
WP_270621423.1,hypothetical protein [[Ruminococcus] torques],,10
WP_412616312.1,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [[Ruminococcus] torques],,10
WP_002584958.1,MULTISPECIES: plasmid mobilization relaxosome protein MobC [Bacteria],,9
WP_004844974.1,MULTISPECIES: ABC transporter ATP-binding protein [Clostridia],,9
WP_004845455.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,9
WP_009242454.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,9
WP_009242457.1,MULTISPECIES: AAA family ATPase [Mediterraneibacter],,9
WP_009243292.1,hypothetical protein [[Ruminococcus] torques],,9
WP_009243299.1,MULTISPECIES: AAA domain-containing protein [Clostridia],,9
WP_009243486.1,MULTISPECIES: ABC transporter ATP-binding protein [Bacillota],,9
WP_009243645.1,MULTISPECIES: flavodoxin family protein [Lachnospiraceae],,9
WP_009243651.1,MULTISPECIES: bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Clostridia],,9
WP_009319884.1,GTP pyrophosphokinase family protein [[Ruminococcus] torques],,9
WP_009320848.1,MULTISPECIES: phage replisome organizer N-terminal domain-containing protein [Clostridia],,9
WP_009321221.1,ATP-binding protein [[Ruminococcus] torques],,9
WP_010775385.1,MULTISPECIES: Type 1 glutamine amidotransferase-like domain-containing protein [Bacillota],,9
WP_022003261.1,TfoX/Sxy family protein [[Ruminococcus] torques],,9
WP_044942672.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Bacillota],,9
WP_054704190.1,MULTISPECIES: tyrosine-type recombinase/integrase [Mediterraneibacter],,9
WP_055156716.1,MULTISPECIES: ABC transporter ATP-binding protein/permease [Mediterraneibacter],,9
WP_055157114.1,MULTISPECIES: MobQ family relaxase [Lachnospiraceae],,9
WP_055159133.1,TetR/AcrR family transcriptional regulator [[Ruminococcus] torques],,9
WP_113990460.1,MULTISPECIES: tRNA wybutosine-synthesizing protein 3-like protein [Bacillati],,9
WP_117861666.1,MULTISPECIES: DUF3847 domain-containing protein [Lachnospiraceae],,9
WP_117890070.1,MULTISPECIES: amino acid ABC transporter ATP-binding/permease protein [Mediterraneibacter],,9
WP_118188526.1,replication initiator protein A [[Ruminococcus] torques],,9
WP_206670751.1,hypothetical protein  partial [[Ruminococcus] torques],,9
WP_207642140.1,hypothetical protein  partial [[Ruminococcus] torques],,9
WP_227158959.1,MULTISPECIES: hypothetical protein [Bacillota],,9
WP_227182332.1,phage holin family protein [[Ruminococcus] torques],,9
WP_238095108.1,VanZ family protein [[Ruminococcus] torques],,9
WP_243121018.1,acyltransferase [[Ruminococcus] torques],,9
WP_270188343.1,hypothetical protein  partial [[Ruminococcus] torques],,9
WP_270621419.1,hypothetical protein  partial [[Ruminococcus] torques],,9
WP_306542398.1,type II toxin-antitoxin system Phd/YefM family antitoxin [[Ruminococcus] torques],,9
WP_412208744.1,hypothetical protein [[Ruminococcus] torques],,9
WP_412226224.1,ATP-binding protein [[Ruminococcus] torques],,9
WP_412578032.1,discoidin domain-containing protein [[Ruminococcus] torques],,9
WP_412615994.1,single-stranded DNA-binding protein [[Ruminococcus] torques],,9
WP_002584962.1,MULTISPECIES: cysteine-rich VLP domain-containing protein [Bacteria],,8
WP_002604484.1,MULTISPECIES: PcfB family protein [Bacteria],,8
WP_005424128.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,8
WP_005927784.1,MULTISPECIES: hypothetical protein [Bacteria],,8
WP_006859036.1,MULTISPECIES: DUF6061 family protein [Bacillota],,8
WP_007286202.1,MULTISPECIES: helix-turn-helix transcriptional regulator [Bacillota],,8
WP_009242341.1,hypothetical protein [[Ruminococcus] torques],,8
WP_009242459.1,MULTISPECIES: hypothetical protein [Mediterraneibacter],,8
WP_009243023.1,MULTISPECIES: DUF3784 domain-containing protein [Bacillota],,8
WP_009243293.1,MULTISPECIES: excisionase [Bacillota],,8
WP_009243531.1,MULTISPECIES: IS30 family transposase [Clostridia],,8
WP_009243643.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,8
WP_009243654.1,MULTISPECIES: ABC transporter ATP-binding protein [Clostridia],,8
WP_009319949.1,MULTISPECIES: YdcP family protein [Bacillota],,8
WP_009320586.1,beta-N-acetylglucosaminidase domain-containing protein [[Ruminococcus] torques],,8
WP_009320950.1,restriction endonuclease subunit S [[Ruminococcus] torques],,8
WP_009321356.1,ATP-binding protein [[Ruminococcus] torques],,8
WP_015513354.1,MULTISPECIES: nitrous oxide-stimulated promoter family protein [Clostridia],,8
WP_020436326.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],,8
WP_022003132.1,hypothetical protein [[Ruminococcus] torques],,8
WP_055062545.1,MULTISPECIES: YdcP family protein [Bacillati],,8
WP_055144954.1,MULTISPECIES: glutamine--fructose-6-phosphate transaminase (isomerizing) [Mediterraneibacter],,8
WP_055145964.1,MULTISPECIES: response regulator transcription factor [Mediterraneibacter],,8
WP_055156872.1,MULTISPECIES: DUF6040 family protein [Lachnospiraceae],,8
WP_055156900.1,MULTISPECIES: flavodoxin family protein [Mediterraneibacter],,8
WP_055157132.1,MULTISPECIES: antirestriction protein ArdA [Lachnospiraceae],,8
WP_055158469.1,MobA/MobL family protein [[Ruminococcus] torques],,8
WP_055286019.1,MULTISPECIES: hypothetical protein [Lachnospiraceae],,8
WP_058118388.1,MULTISPECIES: DUF6017 domain-containing protein [Bacillota],,8
WP_058692446.1,MULTISPECIES: hypothetical protein [Bacillota],,8
WP_071144561.1,MULTISPECIES: DUF5348 domain-containing protein [Lachnospiraceae],,8
WP_117557162.1,MULTISPECIES: SrtB-anchored collagen-binding adhesin [Bacillota],,8
WP_117891036.1,MULTISPECIES: site-specific integrase [Mediterraneibacter],,8
WP_118188463.1,MULTISPECIES: antirestriction protein ArdA [Lachnospiraceae],,8
WP_155234483.1,hypothetical protein [[Ruminococcus] torques],,8
WP_238095038.1,hypothetical protein [[Ruminococcus] torques],,8
WP_242859484.1,ImmA/IrrE family metallo-endopeptidase [[Ruminococcus] torques],,8
WP_243132263.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],,8
WP_270187111.1,hypothetical protein [[Ruminococcus] torques],,8
WP_270187139.1,DNA-binding response regulator [[Ruminococcus] torques],,8
WP_412226116.1,ABC transporter substrate-binding protein [[Ruminococcus] torques],,8
WP_412577877.1,hypothetical protein [[Ruminococcus] torques],,8
WP_412615997.1,MobQ family relaxase [[Ruminococcus] torques],,8
WP_412615999.1,AAA family ATPase [[Ruminococcus] torques],,8
WP_412616344.1,4Fe-4S binding protein [[Ruminococcus] torques],,8
WP_000691758.1,MULTISPECIES: tetracycline resistance ribosomal protection protein Tet(O) [Bacteria],,7
WP_001129922.1,MULTISPECIES: TnpV protein [Bacteria],,7
WP_001170964.1,MULTISPECIES: AAA family ATPase [Bacteria],,7
WP_002303260.1,MULTISPECIES: XRE family transcriptional regulator [Bacillota],,7
WP_002322211.1,MULTISPECIES: trimethoprim-resistant dihydrofolate reductase DfrF [Bacteria],,7
WP_002569238.1,MULTISPECIES: plasmid mobilization protein [Bacteria],,7
WP_004614531.1,MULTISPECIES: helix-turn-helix domain-containing protein [Clostridia],,7
WP_004614559.1,MULTISPECIES: LuxR C-terminal-related transcriptional regulator [Lachnospiraceae],,7
WP_004614568.1,MULTISPECIES: choloylglycine hydrolase [Lachnospiraceae],,7
WP_004843525.1,MULTISPECIES: hypothetical protein [Bacillota],,7
WP_004847123.1,restriction endonuclease subunit S [[Ruminococcus] torques],,7
WP_005423181.1,MULTISPECIES: YdcP family protein [Bacillota],,7
WP_005428606.1,MULTISPECIES: hypothetical protein [Bacillota],,7
WP_009242451.1,MULTISPECIES: S8 family peptidase [Mediterraneibacter],,7
WP_009242452.1,MULTISPECIES: ATP-binding protein [Mediterraneibacter],,7
WP_009242755.1,type II toxin-antitoxin system HicB family antitoxin [[Ruminococcus] torques],,7
WP_009242756.1,MULTISPECIES: type II toxin-antitoxin system HicA family toxin [Mediterraneibacter],,7
WP_009242811.1,DNA damage-inducible protein D [[Ruminococcus] torques],,7
WP_009243667.1,MULTISPECIES: GNAT family N-acetyltransferase [Clostridia],,7
WP_009243742.1,MULTISPECIES: DUF6040 family protein [Bacillati],,7
WP_009319887.1,bifunctional glycosyltransferase family 2/GtrA family protein [[Ruminococcus] torques],,7
WP_009320850.1,MULTISPECIES: DUF6440 family protein [Clostridia],,7
WP_009320924.1,MULTISPECIES: DUF6070 family protein [Bacteria],,7
WP_009321575.1,restriction endonuclease subunit S [[Ruminococcus] torques],,7
WP_015529843.1,MULTISPECIES: hypothetical protein [Clostridia],,7
WP_022003189.1,phosphodiester glycosidase family protein [[Ruminococcus] torques],,7
WP_044929715.1,relaxase/mobilization nuclease domain-containing protein [[Ruminococcus] torques],,7
WP_044942473.1,MULTISPECIES: relaxase/mobilization nuclease domain-containing protein [Bacillota],,7
WP_049889967.1,MULTISPECIES: hypothetical protein [Clostridia],,7
WP_055145958.1,MULTISPECIES: ABC transporter ATP-binding protein [Mediterraneibacter],,7
WP_055156876.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],,7
WP_055157124.1,MULTISPECIES: hypothetical protein [Bacillota],,7
WP_055157129.1,MULTISPECIES: CD3337/EF1877 family mobilome membrane protein [Mediterraneibacter],,7
WP_055157134.1,MULTISPECIES: MobT family relaxase [Mediterraneibacter],,7
WP_055157550.1,helix-turn-helix domain-containing protein [[Ruminococcus] torques],,7
WP_055158237.1,ParM/StbA family protein [[Ruminococcus] torques],,7
WP_055158239.1,hypothetical protein [[Ruminococcus] torques],,7
WP_055158419.1,MULTISPECIES: DUF1430 domain-containing protein [Mediterraneibacter],,7
WP_055158421.1,MULTISPECIES: ATP-binding cassette domain-containing protein [Mediterraneibacter],,7
WP_055158491.1,MULTISPECIES: ABC transporter ATP-binding protein [Clostridia],,7
WP_055158495.1,MULTISPECIES: response regulator transcription factor [Clostridia],,7
WP_055158771.1,glycosyltransferase family 2 protein [[Ruminococcus] torques],,7
WP_055159086.1,ABC transporter ATP-binding protein [[Ruminococcus] torques],,7
WP_055159097.1,Rib/alpha-like domain-containing protein [[Ruminococcus] torques],,7
WP_055170575.1,MULTISPECIES: MobT family relaxase [Bacillota],,7
WP_055170582.1,MULTISPECIES: YdcP family protein [Bacillota],,7
WP_117541892.1,MULTISPECIES: amidoligase family protein [Lachnospiraceae],,7
WP_117541906.1,MULTISPECIES: DNA (cytosine-5-)-methyltransferase [Lachnospiraceae],,7
WP_117889953.1,MULTISPECIES: sensor histidine kinase [Mediterraneibacter],,7
WP_117890545.1,MULTISPECIES: winged helix-turn-helix transcriptional regulator [Mediterraneibacter],,7
WP_117890546.1,cupin domain-containing protein [[Ruminococcus] torques],,7
WP_118188591.1,carbohydrate-binding protein [[Ruminococcus] torques],,7
WP_129795057.1,non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase [[Ruminococcus] torques],,7
WP_129795058.1,hypothetical protein [[Ruminococcus] torques],,7
WP_155492433.1,hypothetical protein [[Ruminococcus] torques],,7
WP_207662725.1,hypothetical protein  partial [[Ruminococcus] torques],,7
WP_270187050.1,PBECR2 nuclease fold domain-containing protein [[Ruminococcus] torques],,7
WP_270187117.1,hypothetical protein [[Ruminococcus] torques],,7
WP_270621283.1,penicillin-binding transpeptidase domain-containing protein [[Ruminococcus] torques],,7
WP_270744141.1,MobA/MobL family protein [[Ruminococcus] torques],,7
WP_302241918.1,hypothetical protein [[Ruminococcus] torques],,7
WP_330377900.1,VirD4-like conjugal transfer protein  CD1115 family [[Ruminococcus] torques],,7
WP_412208118.1,glycosyltransferase family 4 protein [[Ruminococcus] torques],,7
WP_412616050.1,hypothetical protein  partial [[Ruminococcus] torques],,7
WP_002349544.1,MULTISPECIES: DUF2815 family protein [Bacillota],,6
WP_002584960.1,MULTISPECIES: transposon-transfer assisting family protein [Bacillati],,6
WP_002602094.1,MULTISPECIES: plasmid mobilization protein [Bacteria],,6
WP_002605636.1,MULTISPECIES: phage replisome organizer N-terminal domain-containing protein [Bacteria],,6
WP_002779755.1,MULTISPECIES: cysteine-rich KTR domain-containing protein [Bacteria],,6
WP_003061887.1,MULTISPECIES: DUF6442 family protein [Bacillota],,6
WP_004610987.1,MULTISPECIES: XRE family transcriptional regulator [Bacillota],,6
WP_004845304.1,MULTISPECIES: ATP-binding cassette domain-containing protein [Bacteria],,6
WP_004845877.1,MULTISPECIES: excisionase [Mediterraneibacter],,6
WP_006858003.1,MULTISPECIES: helix-turn-helix domain-containing protein [Bacillota],,6
WP_008369875.1,MULTISPECIES: recombinase family protein [Lachnospiraceae],,6
WP_009242238.1,PTS sugar transporter subunit IIC [[Ruminococcus] torques],,6
